Tweet,Sentiment
I probs say this every Tuesday but Paper Towns is the best film I've actually seen and it just makes me love life,1
My Neutralst tweet\uNegativeNegativePositivec chose you @user saw u in Banff\uNegativeNegativePositivec thankful our snow isn\uPositiveNegativeNeutral9t as damaging as the weather you\uPositiveNegativeNeutral9re dealing with!  Keep safe & dry,1
"@user I've realized you may have as much of a crush on Taylor kitsch as I do! We both enjoyed FNL, John carter, battleship...""",1
@user a bit frustrating. I don\uPositiveNegativeNeutral9t think I\uPositiveNegativeNeutral9ve added you on my new PSN account. I\uPositiveNegativeNeutral9ll do it tomorrow.,-1
"""Block party is on got the kids dancing its a good Friday yo..as Ice Cube wud say """"today was was a good day""""...""",1
My sister has Positive tickets to see Kenny Chesney and Jason Aldean for tomorrow's concert. Asking $Neutral5Negative cause she can't go. Dm me if interested,0
@user KL Live is REALLY COMPACT. My friend went for Beast's Neutralst showcase and it is REALLY squashy. Just a heads up.,0
"@user the 5th had Sakura get Naruto, but he can't leave till he learns his new jutsu!""",0
I wanna go to the studio with Ulysses n them tomorrow\uNegativeNegativePositivecbut i cant. #BARS,-1
In one weeks time I managed to binge watch the entire 4th season of Gilmore Girls and write my Stress management plan/paper #Multitasker,0
"@user Rolling Stone : @user  The clown car gets more crowded: Meet Jim Gilmore, the Neutral7th Re...",0
"@user in case you're curious, Andy Lee outscored all the nonQBs in my fantasy matchup. Positivend place: Moorman. 3rd: Larry Fitzgerald.""",1
There may be lovers who hold out their hands but He'll never love you like I can can can #MTVHottest Sam Smith,0
the Positivend and 4th are nicki's best vma looks.,1
"""Dont miss author Jonathan Kozol will be at @user Wed. at 7:NegativeNegativePM discussing his new book """"""""Fire in the Ashes""""""""!",1
it looks like a beautiful night to throw myself off the Brooklyn Bridge ---@Tim_Hecht,-1
"If you don't think I'm the type of person to see Magic Mike XXL alone, on a Monday night, and get a glass of wine in a solo cup, then...",1
"""Frank Gifford now being serenaded with """"Turn Out The Lights"""" by Don Meredith. #RIP",0
The tragedy of only thinking up hilarious tweets for the Summer Olympics now is that in four years there may be no place for them.,-1
okay i\uPositiveNegativeNeutral9m sorry but TAYLOR SWIFT LOOKS NOTHING LIKE JACKIE O SO STOP COMPARING THE TWO. c\uPositiveNegativeNeutral9mon America aren\uPositiveNegativeNeutral9t you sick of her yet? (sorry),-1
but rest assures I am watching Degrassi\uNegativeNegativePositivec and loving it may i add. (;,1
"""Tapatio Lemon Chips, Thanksgiving Leftovers and Pimento Cheese ...: If it's Friday and this post is going up, it...",0
noel fielding may be one of the greatest people alive.,1
"""i should get all my sh*t done tonight so i can go to the like, gay club tomorrow and try to find FRIENDS but... but...""",0
"""\""""""""milkily handsome in the manner of a cinematically doomed first world war infantryman\"""""""": @user on Michael Clarke",0
Hulk Hogan may be a real American but he's no longer a great American.,-1
"""August Neutral7th RT @user Can't wait to see the Inbetweeners movie, Will has to be my favourite! When's it out ?""",1
Howard Webb will officiate the West Ham vs Manchester City game tomorrow.  <BJ>,0
They should make february Neutral3th Desperation Day.,-1
Oh and Rafa said before the injury he was having the best year he ever had was Neutralst in the race... :( #M6,-1
"Life is all about laying in bed naked, watching the Grateful Dead at Winterland '78 until the sun comes up",1
Tomorrow is definitely gonna be a calm\uNegativeNegativePositivec casimir pulaski day #greatkickoff #goodnight,1
The FA will be bringing a new interactive Road Show to Arsenal Ladies ahead of the game against Everton on Thursday,0
I can\uPositiveNegativeNeutral9t believe the 3 important people in my life are going to Hawaii Friday without me,-1
John Kasich may want to change his King for a Day statement after reviewing this :),0
I can't believe I saw Ed Sheeran front fucking row at fucking red rocks and then the Positivend night I snuck in and saw him 5th row,1
"@user @user Yahweh willing, may all the Jews of the world reunite in Israel and find their stay. Jewry migration today.""",1
Will this really be it for Mayweather?: LAS VEGAS: Floyd Mayweather says he will call it quits after Saturday'...,1
"""Ant-man tops North American box office: Marvel action flick """"Ant-Man"""" stayed atop the US box office Sunday, ...",1
"Here's the AM message form PFBC this Sunday for those away for Labor Day...""Web of Lies"" in Acts 5:6-NeutralNeutral via @user",1
@user @user may b there is some confusion about Muslims in ur mind set,0
Want to be a part of the Audience?  Register to attend:  IBM San Francisco SmartCamp (September NeutralNegative) or the IBM...,0
"""Today, Positive6-years ago (August NeutralPositive, Neutral989), Nigeria lost a rare gem to the cold hands of death. Former Super Eagles...",-1
@user We've had Positive world wars. The 3rd will be a very different one and it will be down to Muslims &amp; their hatred of us,-1
"@user @user @user @user @user ok thank you Curtis, mum is away Saturday but Ella &amp; Owen are here all wk end""",0
Isn't it weird that Selena Gomez concert is Jun PositiveNeutral and Justin bieber's concert is Jun Positive7??? 6 days apart... really...,0
i may or may not be driving an hour and a half just to see the WWAT film but i know it will be NeutralNegativeNegative% worth it,1
@user @user What are two doing for the Steelers game tomorrow?,0
"""oh kaffir Gogdulah and kafir PKK dogs, may Allah azza wa jall take your eyes and you can not look at Muslims anymore with the eyes of hasad!""",-1
Saltalamacchia the 4th Red Sox catcher ever to pop PositiveNegative in a season (Carlton Fisk\uNegativeNegativePositivec Mike Stanley\uNegativeNegativePositivec Jason Varitek),0
@user Cause I can't be the Neutralst or 4th? The 8th is after Naruto and that's going to be me when he dies,0
Might just watch the 3rd season of American Horror Story tonight,0
"""I think it was the Neutral5th anniversary of Raw, I was walking down the hallway, and Hulk Hogan was walking...",0
I wish I was Neutral/5Negativeth as enamored with Beyonce as you all are..... Just Neutral/PositiveNegativeth even,1
Caitlyn Jenner and her son Brody had some kind words to say about one another as The Hills star celebrated his 3Positivend birthday on Friday.,0
What the fuck. Paul McCartney is finally coming back to Detroit and tickets go on sale tomorrow. I don't have 8NegativeNegativeNegative dollars,-1
"""Jacob I'm going to see Sam Smith tomorrow, wanna come with?""",0
"""New issue of Forbes (Aug Positive6) has my essay on a personal encounter with Gandhi & apartheid in S Africa. Not yet online, but take a look.""",0
And then there are those who made a case for Yakub's innocence or his possible reform if he wasn't hanged.,-1
Everton boss Roberto Martinez is struggling with injuries at left-back and may hand a debut to Ramiro Funes Mori against Chelsea.,0
@user if you get ungrounded tomorrow go to Lauren\uPositiveNegativeNeutral9s birthday kickback,0
Chargers may go 8-8 but that will make playoffs in AFC... NFC teams must win NeutralNegative games! Fact! @user @user @user @user,0
"@user @user So honestly, even if the PC version is great, it sounds like PS4 is terrific as well. May just come to preference.""",1
Half Way to St Patrick's Day is on tomorrow PJ Gallagher's Irish Pub Drummoyne! Don't miss out on seeing the Irish...,1
"""Hollywood actress Sharon Stone, 55, chaired an AIDS Research Fund Raiser despite being hospitalised with a migraine on Friday.""",0
Gucci trousers other self confidentness november snowball the duet yours different rapport reduction until nay...,0
"""i got lots of tweets asking for shoutouts to Niall, if i think about it i will give shoutouts to Niall when i get back from work TOMORROW!!""",1
Today I spent all of the money at H&M & TopShop. Thought I might faint in Zara so that has been postponed until tomorrow. Also: sun!,0
@user let's say someone believes in Islam they may have different Divinely commanded laws that are at odds with yours.,0
Amazon Prime Day really was better than Black Friday; I could look at all the crap I didn't want from the comfort of my own home.,0
Storylines (other than Tom Brady's return) you should watch for in @user vs @user on Thursday night:,0
"""March the entire Rose Parade in wooden shoes? The MOC-Floyd Valley \""""Pride of the Dutchmen\"""" High School (Orange...",0
Kids enjoying last moments of freedom before school tomorrow. Bentley is taking advantage of the blanket fort..,1
Poor shot selection!! And another bites in the dust. Azhar ali gone. James Pattinson gets his Positivend victim. #PakvAus #cricket,-1
it\uPositiveNegativeNeutral9s ages since I had KFC\uNegativeNegativePositivec well apart from the mush in a bun that passed as breakfast last SUnday\uNegativeNegativePositivec that doesn\uPositiveNegativeNeutral9t count though,-1
Bentley be trynna move around like he's not 6th months.,0
Ebola nurse may have been sick before taking the plane,0
@user omg I know Jacob :( cry with me tomorrow ?,-1
@user woody are you going to do another mail monday with FPS Russia cause the last one was hilarious that was by far my fav#GENIUS,1
@user that sucks. I'm forced to listen to Kpop on Thursday class. I guess my cells in brain are going to die out.,-1
So excited! Will have to buy a PS4 just for this game,1
@user  One Alanis Morissette  Sun is Shining Bob Marley Wake the Town URoy Reckoner Radiohead  Vibrate Outcast,1
"""NeutralPositive Aug PositiveNegativeNeutral5 - one day, 3 countries (Philippines, Egypt, Afghanistan) 6 infidels murdered by Muslims  #tcot #ccot #TeaParty #tgdn""",-1
I had my eyes closed already to go to sleep. but I always check a notif to see if it's Zayn and well,0
Ask me about the Food expo- Abj food festival at the eagle square abuja 7th- 9th dec 'NeutralPositive. Rock bottom prices on food for the festive season!,1
Man c'mon Nintendo we could get a Mega Man helmet in Splatoon with the amiibo just DO IT,0
@user Positive5-PositiveNeutral Warriors at the end of the Neutralst. Bogut looking good in the opening 6 Points in 6 minutes 3 Rebs. Steph looks a little nervous,1
"""LMAO RT @user Went looting in Spurs last night, broke into the White Hart Lane cabinet so left with a pile of dust and a Bale DVD""",0
Line up at #yyt to check in longer than a #tims lineup on a Monday Morning after the Super Bowl Sunday!,0
@user may be they dont wanna hurt the fans with zayn's pic with the boys!,0
Huawei Watch Pre-Order Suggests Android Wear Coming To iOS: IPhone owners who want to use Android Wear may soo...,0
